hour,cloud_cover,temperature,grid_demand,grid_supply,market_index
17,10,32,99.5,65.0,1.54
23,0,22,54.1,50.0,1.08
13,8,23,58.6,126.7,0.52
11,8,32,68.5,126.7,0.57
23,92,25,49.2,50.0,0.99
23,24,22,52.5,50.0,1.01
15,6,24,58.0,97.0,0.57
9,26,39,87.9,87.0,1.01
7,72,22,72.3,54.7,1.32
15,10,34,65.2,95.0,0.65
2,67,37,38.6,50.0,0.8
14,41,39,70.3,89.3,0.83
1,69,28,32.3,50.0,0.66
2,62,34,42.2,50.0,0.8
17,76,21,96.9,54.0,1.83
4,1,24,27.8,50.0,0.54
17,23,27,91.5,62.8,1.48
18,53,40,109.9,50.0,2.16
21,52,26,96.9,50.0,1.93
12,96,37,68.7,54.0,1.29
8,64,28,72.4,62.0,1.22
1,41,36,40.5,50.0,0.85
21,26,24,92.6,50.0,1.84
11,5,37,66.1,129.2,0.52
0,94,25,24.7,50.0,0.45
22,69,24,53.7,50.0,1.05
7,90,40,87.1,51.7,1.7
10,55,23,62.4,80.0,0.75
7,18,30,76.8,63.7,1.24
10,29,32,61.9,97.3,0.64
1,50,40,48.0,50.0,0.95
18,56,41,112.8,50.0,2.28
12,90,20,61.0,60.0,1.01
7,79,36,85.3,53.5,1.6
21,21,31,99.5,50.0,1.94
17,46,26,93.2,59.0,1.53
23,0,25,55.1,50.0,1.11
13,99,23,59.3,50.8,1.19
1,19,39,42.1,50.0,0.83
10,30,41,73.3,96.7,0.74
7,99,29,79.8,50.2,1.58
3,52,37,36.9,50.0,0.78
23,26,22,56.5,50.0,1.12
0,92,34,41.7,50.0,0.87
20,10,21,93.9,50.0,1.89
11,98,30,61.5,51.7,1.19
6,40,30,72.4,50.0,1.42
21,62,26,96.5,50.0,1.95
22,91,20,52.6,50.0,1.09
11,69,27,53.6,75.8,0.75
3,78,31,28.8,50.0,0.58
20,83,37,107.2,50.0,2.16
15,21,40,74.8,89.5,0.85
17,64,38,110.5,56.0,2.0
15,49,33,60.2,75.5,0.8
11,54,40,76.8,88.3,0.9
5,36,36,36.7,50.0,0.76
21,28,33,98.5,50.0,1.99
22,69,39,60.6,50.0,1.18
6,50,27,79.1,50.0,1.56
1,47,20,30.7,50.0,0.62
21,65,39,105.2,50.0,2.06
11,37,40,73.2,102.5,0.73
8,5,32,73.7,81.7,0.86
4,98,20,31.9,50.0,0.64
5,44,40,46.0,50.0,0.95
12,72,32,62.2,78.0,0.77
23,56,30,48.7,50.0,1.02
15,37,39,70.5,81.5,0.89
16,91,20,59.6,53.0,1.17
7,40,31,75.2,60.0,1.26
2,61,41,52.0,50.0,1.04
10,66,23,60.4,72.7,0.78
12,18,36,64.6,132.0,0.46
2,98,21,34.6,50.0,0.64
16,2,22,57.1,82.7,0.65
8,97,32,77.7,51.0,1.53
17,78,25,93.3,53.7,1.74
17,3,21,94.4,66.2,1.4
10,59,24,60.3,77.3,0.74
16,99,31,60.1,50.3,1.21
19,21,38,107.8,50.0,2.15
23,57,41,68.2,50.0,1.37
20,61,30,93.4,50.0,1.84
3,57,34,31.9,50.0,0.67
18,28,23,96.0,50.0,1.94
11,80,37,73.6,66.7,1.12
8,20,25,77.4,76.7,1.04
9,34,35,82.0,83.0,1.03
16,15,41,76.1,78.3,0.94
20,28,40,107.4,50.0,2.14
0,78,25,34.1,50.0,0.7
19,11,39,110.0,50.0,2.24
9,88,20,76.9,56.0,1.33
12,31,41,79.3,119.0,0.67
14,74,28,56.7,67.3,0.8
21,70,30,96.9,50.0,1.94
10,70,34,64.6,70.0,0.95
16,0,27,64.2,83.3,0.78
8,39,40,86.5,70.3,1.18
14,76,21,56.3,66.0,0.89
0,42,34,31.2,50.0,0.64
23,73,27,49.2,50.0,1.01
5,71,25,33.3,50.0,0.62
11,72,32,60.1,73.3,0.84
19,38,30,96.7,50.0,1.97
14,27,29,62.7,98.7,0.62
17,50,21,91.3,58.3,1.58
10,5,28,64.0,113.3,0.61
12,44,26,62.1,106.0,0.54
2,53,33,36.8,50.0,0.71
9,84,38,87.1,58.0,1.47
20,65,28,97.1,50.0,1.92
2,58,32,37.5,50.0,0.71
10,28,35,70.5,98.0,0.68
11,34,33,59.7,105.0,0.61
23,95,32,52.1,50.0,1.02
16,82,24,65.8,56.0,1.21
18,26,32,99.8,50.0,2.0
11,30,39,71.9,108.3,0.66
15,84,32,59.1,58.0,1.0
0,44,26,29.5,50.0,0.59
10,72,38,72.3,68.7,1.04
10,94,32,65.4,54.0,1.21
7,83,41,91.0,52.8,1.71
23,21,35,55.7,50.0,1.09
14,48,23,62.6,84.7,0.78
20,3,32,96.3,50.0,1.88
10,30,39,70.5,96.7,0.72
18,61,29,94.8,50.0,1.89
7,45,20,73.8,59.2,1.25
8,12,20,71.7,79.3,0.94
6,40,26,77.9,50.0,1.53
1,12,37,43.1,50.0,0.88
2,58,27,32.8,50.0,0.7
5,57,22,32.7,50.0,0.67
16,85,24,52.5,55.0,0.99
2,83,29,32.1,50.0,0.67
7,76,41,93.5,54.0,1.72
22,62,36,61.1,50.0,1.22
2,60,22,28.0,50.0,0.56
12,96,28,58.6,54.0,1.08
22,38,30,47.8,50.0,0.96
8,18,28,76.0,77.3,0.99
4,82,21,27.5,50.0,0.53
8,45,27,74.3,68.3,1.05
15,82,36,71.2,59.0,1.16
8,55,40,92.3,65.0,1.43
1,92,29,27.8,50.0,0.58
16,81,25,61.5,56.3,1.11
22,16,23,55.5,50.0,1.14
17,79,27,94.4,53.5,1.74
0,19,33,33.0,50.0,0.71
9,87,38,85.1,56.5,1.5
12,88,20,59.2,62.0,0.99
3,91,35,36.2,50.0,0.74
9,97,20,68.3,51.5,1.31
21,70,27,95.2,50.0,1.92
17,27,21,86.5,62.2,1.35
21,69,29,93.1,50.0,1.88
14,74,24,61.0,67.3,0.93
15,94,38,72.6,53.0,1.35
17,62,40,108.5,56.3,1.95
21,6,36,103.4,50.0,2.06
16,51,36,70.5,66.3,1.1
13,4,32,63.0,130.0,0.51
20,47,36,99.9,50.0,2.03
6,72,37,83.8,50.0,1.69
0,7,33,40.5,50.0,0.81
11,10,40,79.0,125.0,0.58
22,60,30,47.8,50.0,0.98
4,25,41,49.0,50.0,1.03
0,14,30,32.7,50.0,0.66
13,93,24,61.9,55.8,1.15
15,14,28,57.6,93.0,0.64
2,55,28,27.3,50.0,0.52
14,8,24,51.7,111.3,0.51
19,28,37,105.9,50.0,2.07
17,58,31,93.7,57.0,1.64
5,78,29,31.6,50.0,0.66
22,85,27,50.4,50.0,0.98
20,77,36,109.8,50.0,2.2
12,81,40,73.0,69.0,1.06
20,48,29,90.0,50.0,1.75
5,13,36,38.0,50.0,0.72
0,31,34,38.7,50.0,0.74
13,59,21,52.8,84.2,0.6
5,21,27,28.8,50.0,0.61
9,1,24,75.5,99.5,0.73
2,29,41,45.5,50.0,0.88
7,98,40,96.3,50.3,1.91
16,99,37,69.0,50.3,1.37
3,9,20,24.0,50.0,0.51
11,78,28,60.3,68.3,0.84
22,50,29,60.8,50.0,1.19
23,65,31,47.5,50.0,0.91
18,26,23,96.9,50.0,1.9
3,3,22,31.2,50.0,0.61
12,6,40,76.9,144.0,0.51
17,83,28,95.7,52.8,1.84
0,31,27,29.1,50.0,0.54
14,57,38,66.9,78.7,0.81
9,70,41,92.1,65.0,1.44
8,71,20,71.1,59.7,1.2
7,93,28,74.1,51.2,1.44
15,29,21,62.0,85.5,0.69
3,2,40,50.5,50.0,0.99
20,87,26,93.0,50.0,1.9
2,26,32,29.2,50.0,0.61
18,33,26,99.3,50.0,1.95
21,18,40,107.9,50.0,2.17
11,45,41,82.0,95.8,0.82
1,12,29,29.9,50.0,0.57
9,22,25,76.5,89.0,0.82
19,31,36,108.0,50.0,2.19
15,40,32,62.2,80.0,0.8
19,61,26,93.0,50.0,1.82
20,28,40,113.1,50.0,2.29
22,7,31,53.1,50.0,1.02
8,22,27,80.1,76.0,1.02
15,51,35,63.9,74.5,0.88
17,40,25,100.0,60.0,1.67
1,3,25,26.5,50.0,0.55
12,33,27,60.8,117.0,0.54
21,5,29,100.0,50.0,1.99
16,62,26,64.7,62.7,1.02
8,71,35,80.8,59.7,1.33
18,65,24,100.9,50.0,2.06
11,88,35,71.2,60.0,1.21
5,12,38,41.4,50.0,0.81
15,32,32,64.3,84.0,0.78
11,61,30,60.6,82.5,0.72
11,93,22,60.1,55.8,1.11
21,100,29,97.0,50.0,1.92
8,15,30,74.2,78.3,0.94
20,93,41,114.3,50.0,2.33
21,40,35,103.3,50.0,2.05
17,42,36,101.7,59.7,1.67
9,47,24,74.5,76.5,1.01
9,87,26,75.4,56.5,1.33
0,27,41,45.3,50.0,0.94
21,91,21,92.3,50.0,1.83
18,22,22,97.8,50.0,1.91
17,47,28,96.2,58.8,1.61
12,66,31,62.4,84.0,0.75
0,33,30,29.7,50.0,0.55
14,58,36,67.0,78.0,0.91
7,53,30,76.2,57.8,1.32
17,82,41,109.4,53.0,2.02
5,51,23,31.3,50.0,0.63
19,68,37,108.1,50.0,2.15
4,6,35,41.2,50.0,0.79
19,40,41,113.1,50.0,2.27
15,73,22,65.7,63.5,1.02
21,29,40,113.6,50.0,2.26
7,30,40,89.1,61.7,1.46
10,41,27,61.9,89.3,0.74
21,57,31,92.3,50.0,1.82
18,39,30,96.1,50.0,1.96
17,36,33,95.2,60.7,1.55
7,91,35,79.3,51.5,1.57
4,3,24,32.6,50.0,0.64
21,57,32,95.0,50.0,1.88
19,67,34,99.3,50.0,1.98
18,21,37,105.9,50.0,2.17
20,23,22,94.0,50.0,1.84
22,99,23,52.8,50.0,1.01
21,7,40,111.6,50.0,2.25
9,32,22,69.9,84.0,0.87
17,4,28,96.5,66.0,1.44
9,3,28,74.4,98.5,0.73
4,8,40,42.6,50.0,0.83
0,26,32,31.0,50.0,0.6
22,68,40,63.1,50.0,1.31
13,59,39,73.3,84.2,0.86
16,58,34,67.2,64.0,1.02
6,99,30,79.8,50.0,1.63
23,6,30,44.7,50.0,0.88
5,38,27,25.0,50.0,0.47
9,78,34,81.6,61.0,1.39
7,43,37,85.8,59.5,1.45
17,41,25,91.1,59.8,1.55
18,77,25,95.1,50.0,1.92
6,62,22,72.7,50.0,1.42
22,22,34,53.2,50.0,1.06
17,47,21,97.5,58.8,1.64
6,83,40,91.1,50.0,1.81
0,46,24,29.4,50.0,0.55
21,21,39,108.5,50.0,2.12
6,7,23,77.5,50.0,1.58
13,73,24,58.9,72.5,0.76
5,50,35,37.3,50.0,0.7
1,91,31,33.1,50.0,0.67
20,53,36,100.1,50.0,1.97
6,40,33,82.6,50.0,1.66
23,36,23,48.8,50.0,1.0
22,33,26,48.5,50.0,0.96
14,9,39,72.2,110.7,0.64
3,14,33,34.3,50.0,0.72
4,21,20,32.8,50.0,0.65
22,82,36,57.0,50.0,1.11
9,3,24,69.8,98.5,0.75
22,34,27,51.4,50.0,1.0
3,43,30,29.9,50.0,0.55
10,73,22,66.1,68.0,0.96
2,45,23,34.3,50.0,0.71
10,23,30,59.5,101.3,0.56
11,71,35,65.2,74.2,0.91
3,90,24,32.7,50.0,0.62
12,65,35,66.8,85.0,0.76
18,79,36,103.3,50.0,2.09
15,4,28,56.8,98.0,0.59
14,75,38,73.8,66.7,1.08
2,19,38,40.4,50.0,0.83
16,7,22,57.3,81.0,0.66
10,18,27,60.9,104.7,0.62
0,97,32,32.1,50.0,0.65
12,18,24,64.1,132.0,0.5
14,34,39,74.9,94.0,0.83
8,31,40,93.4,73.0,1.31
16,9,40,80.0,80.3,0.95
20,48,32,100.2,50.0,2.05
18,1,23,94.2,50.0,1.9
20,81,33,101.2,50.0,2.01
9,23,20,72.0,88.5,0.82
20,14,26,97.7,50.0,1.91
3,76,35,35.9,50.0,0.72
4,26,28,30.9,50.0,0.59
22,41,31,43.9,50.0,0.89
6,75,25,75.9,50.0,1.56
20,63,23,95.4,50.0,1.93
10,18,30,59.4,104.7,0.58
6,40,23,68.4,50.0,1.36
12,82,25,59.5,68.0,0.86
10,45,41,76.0,86.7,0.9
17,4,38,106.3,66.0,1.65
22,18,41,64.3,50.0,1.3
8,64,23,84.8,62.0,1.37
8,73,26,76.8,59.0,1.3
14,26,24,61.4,99.3,0.61
12,40,29,61.7,110.0,0.55
17,67,28,96.3,55.5,1.78
15,85,25,62.1,57.5,1.03
9,69,21,78.7,65.5,1.2
2,84,26,33.6,50.0,0.69
9,0,33,80.9,100.0,0.76
10,1,33,62.9,116.0,0.53
22,36,37,64.4,50.0,1.28
16,79,34,68.1,57.0,1.17
4,8,33,37.3,50.0,0.79
10,15,32,66.5,106.7,0.59
6,5,31,78.2,50.0,1.54
18,56,26,97.2,50.0,1.98
0,58,30,24.4,50.0,0.53
11,76,24,60.7,70.0,0.82
2,7,23,31.8,50.0,0.63
22,47,39,68.4,50.0,1.35
1,14,38,46.1,50.0,0.87
6,84,35,82.1,50.0,1.62
15,87,20,61.6,56.5,1.08
4,36,35,39.0,50.0,0.79
12,6,30,59.9,144.0,0.55
5,90,26,27.4,50.0,0.55
6,64,36,82.3,50.0,1.6
18,100,26,98.5,50.0,1.94
11,60,39,73.7,83.3,0.87
3,2,20,30.1,50.0,0.58
12,24,22,61.6,126.0,0.46
11,100,28,61.7,50.0,1.25
22,83,32,51.8,50.0,0.99
2,28,37,39.7,50.0,0.75
10,59,32,59.6,77.3,0.81
14,50,38,76.6,83.3,0.87
4,47,32,25.9,50.0,0.47
1,27,40,45.8,50.0,0.88
7,37,41,91.4,60.5,1.51
19,98,32,102.7,50.0,2.02
22,77,31,52.0,50.0,1.04
19,85,33,94.7,50.0,1.85
17,48,23,94.0,58.7,1.58
9,89,41,91.1,55.5,1.63
8,52,30,71.3,66.0,1.1
10,28,21,59.5,98.0,0.63
4,98,37,41.4,50.0,0.8
2,87,33,33.8,50.0,0.7
20,2,24,96.1,50.0,1.89
4,50,30,27.1,50.0,0.52
13,59,38,76.7,84.2,0.91
20,14,39,109.2,50.0,2.18
10,84,25,63.1,60.7,1.04
3,62,36,41.8,50.0,0.84
3,57,22,29.8,50.0,0.58
18,90,20,96.6,50.0,1.92
0,19,41,53.0,50.0,1.05
7,81,33,79.4,53.2,1.52
7,50,29,74.3,58.3,1.28
14,97,36,66.1,52.0,1.26
4,5,41,47.8,50.0,1.0
8,18,26,77.4,77.3,0.95
11,15,24,60.4,120.8,0.52
14,23,34,63.7,101.3,0.67
19,26,38,107.1,50.0,2.15
17,23,32,98.6,62.8,1.6
14,38,39,71.2,91.3,0.81
9,23,33,80.3,88.5,0.89
15,96,29,56.5,52.0,1.08
20,87,35,105.3,50.0,2.12
20,67,40,109.6,50.0,2.21
9,75,40,91.2,62.5,1.47
16,55,29,58.9,65.0,0.88
16,31,25,58.2,73.0,0.81
13,42,38,75.5,98.3,0.77
5,100,24,36.6,50.0,0.69
14,95,25,59.7,53.3,1.12
16,80,41,74.9,56.7,1.28
3,50,35,37.2,50.0,0.78
7,97,27,76.7,50.5,1.49
21,26,21,88.3,50.0,1.8
4,54,39,47.4,50.0,0.94
9,89,26,73.9,55.5,1.32
18,65,37,105.5,50.0,2.07
12,75,31,65.5,75.0,0.91
20,35,32,96.5,50.0,1.97
21,2,30,95.8,50.0,1.95
15,6,28,59.8,97.0,0.66
3,79,23,32.6,50.0,0.68
15,72,32,65.0,64.0,0.99
21,99,40,103.9,50.0,2.03
0,14,34,41.4,50.0,0.82
15,7,25,60.9,96.5,0.61
7,47,25,70.6,58.8,1.25
7,6,41,97.7,65.7,1.49
7,3,32,79.3,66.2,1.18
14,43,28,61.1,88.0,0.73
9,8,24,78.0,96.0,0.86
9,61,36,89.4,69.5,1.26
18,0,37,106.5,50.0,2.12
23,38,36,56.8,50.0,1.18
10,35,30,59.9,93.3,0.67
3,52,38,35.2,50.0,0.74
0,2,36,36.9,50.0,0.75
17,32,32,99.2,61.3,1.58
5,64,28,28.7,50.0,0.6
22,84,36,63.4,50.0,1.27
20,84,24,99.9,50.0,2.0
4,8,28,31.1,50.0,0.62
15,51,40,70.9,74.5,0.98
11,93,39,71.0,55.8,1.25
10,44,35,62.8,87.3,0.68
12,42,29,59.1,108.0,0.56
22,67,22,50.5,50.0,0.99
11,23,30,57.7,114.2,0.48
15,39,36,70.3,80.5,0.9
7,60,27,73.7,56.7,1.35
1,99,39,42.8,50.0,0.81
1,87,36,38.2,50.0,0.77
0,91,23,26.6,50.0,0.48
18,12,39,105.7,50.0,2.07
4,10,37,42.2,50.0,0.86
19,6,37,106.7,50.0,2.18
11,10,38,75.9,125.0,0.64
7,100,35,82.6,50.0,1.61
6,87,26,77.4,50.0,1.54
16,44,27,68.9,68.7,1.04
6,35,26,72.7,50.0,1.49
22,22,24,48.2,50.0,1.0
1,29,32,33.5,50.0,0.64
2,5,32,37.0,50.0,0.78
2,78,34,42.1,50.0,0.8
6,66,23,72.5,50.0,1.47
15,0,28,62.8,100.0,0.6
21,28,30,90.7,50.0,1.77
1,20,33,38.9,50.0,0.81
9,89,37,82.3,55.5,1.46
9,41,31,74.6,79.5,0.94
12,96,34,68.1,54.0,1.28
19,51,33,104.6,50.0,2.09
18,54,32,102.2,50.0,2.08
7,41,30,78.4,59.8,1.3
1,93,37,38.3,50.0,0.78
13,6,36,71.3,128.3,0.56
15,49,37,68.7,75.5,0.91
0,48,23,30.0,50.0,0.64
19,96,28,87.2,50.0,1.72
6,3,28,72.7,50.0,1.45
16,89,35,67.0,53.7,1.21
22,25,40,65.5,50.0,1.3
4,26,23,27.8,50.0,0.52
10,41,41,78.0,89.3,0.87
15,59,23,59.6,70.5,0.86
13,96,24,61.2,53.3,1.2
0,49,35,35.0,50.0,0.67
1,49,25,29.0,50.0,0.54
8,3,29,73.3,82.3,0.91
18,13,40,112.3,50.0,2.21
20,48,40,104.8,50.0,2.12
2,90,25,28.4,50.0,0.59
19,61,36,104.4,50.0,2.13
4,55,41,51.7,50.0,0.99
10,14,39,73.7,107.3,0.65
1,85,34,35.0,50.0,0.7
21,14,32,94.4,50.0,1.91
18,82,20,90.3,50.0,1.82
13,78,24,60.7,68.3,0.91
20,47,39,105.0,50.0,2.08
17,25,30,94.8,62.5,1.53
21,92,40,110.5,50.0,2.18
18,58,37,108.0,50.0,2.2
21,69,23,96.1,50.0,1.96
9,81,39,89.1,59.5,1.54
20,63,26,89.5,50.0,1.79
13,66,28,58.5,78.3,0.72
4,98,38,42.9,50.0,0.88
17,7,20,91.3,65.5,1.35
4,94,28,27.4,50.0,0.58
22,85,20,49.5,50.0,0.94
8,72,33,77.7,59.3,1.28
4,87,32,32.1,50.0,0.59
13,66,20,59.4,78.3,0.72
1,27,41,45.6,50.0,0.95
2,63,33,37.0,50.0,0.74
18,49,37,106.1,50.0,2.1
20,19,30,96.1,50.0,1.88
4,94,33,33.7,50.0,0.64
20,89,36,104.2,50.0,2.1
1,9,20,22.8,50.0,0.53
16,43,24,54.6,69.0,0.78
10,72,20,54.1,68.7,0.79
2,51,37,36.8,50.0,0.76
7,11,39,91.4,64.8,1.41
20,12,26,92.6,50.0,1.88
13,36,37,71.2,103.3,0.67
10,32,25,60.6,95.3,0.59
18,23,31,92.6,50.0,1.89
19,51,41,116.2,50.0,2.31
17,91,37,104.1,51.5,2.0
8,3,31,73.7,82.3,0.93
18,49,28,96.7,50.0,1.93
3,70,32,29.8,50.0,0.61
17,16,28,92.0,64.0,1.42
17,5,27,95.6,65.8,1.45
6,41,31,74.3,50.0,1.53
20,25,40,110.1,50.0,2.17
4,52,21,32.1,50.0,0.61
8,86,22,77.1,54.7,1.4
12,74,21,62.2,76.0,0.78
1,96,38,47.5,50.0,0.95
18,99,39,108.4,50.0,2.13
9,48,40,93.9,76.0,1.19
13,51,31,58.2,90.8,0.69
1,44,27,30.1,50.0,0.64
12,18,20,63.0,132.0,0.54
12,34,25,61.2,116.0,0.49
23,4,25,53.2,50.0,1.03
18,84,29,97.9,50.0,1.91
5,76,22,33.1,50.0,0.68
2,18,32,37.4,50.0,0.75
7,84,33,81.0,52.7,1.55
15,65,28,55.1,67.5,0.85
7,54,26,76.6,57.7,1.37
15,14,22,61.4,93.0,0.61
7,56,32,82.6,57.3,1.41
7,92,41,88.9,51.3,1.69
2,88,36,38.5,50.0,0.81
15,3,35,69.5,98.5,0.7
6,24,31,73.1,50.0,1.43
13,59,38,75.2,84.2,0.85
6,47,29,75.2,50.0,1.48
15,38,31,59.4,81.0,0.76
19,100,39,109.8,50.0,2.2
18,95,41,112.2,50.0,2.25
17,95,38,110.4,50.8,2.17
13,43,35,67.8,97.5,0.72
5,18,23,37.0,50.0,0.78
12,5,33,59.6,145.0,0.52
8,16,33,77.3,78.0,1.03
19,53,27,93.9,50.0,1.92
16,84,22,60.2,55.3,1.06
17,7,26,92.2,65.5,1.4
22,51,24,49.4,50.0,1.02
15,95,38,70.1,52.5,1.33
3,78,35,36.8,50.0,0.73
20,0,21,104.5,50.0,2.05
13,67,24,63.3,77.5,0.84
14,65,40,71.8,73.3,0.96
9,36,34,79.4,82.0,0.97
19,91,26,95.4,50.0,1.88
6,66,36,84.6,50.0,1.72
17,82,37,103.0,53.0,1.95
20,89,22,98.8,50.0,2.02
14,97,30,59.2,52.0,1.14
16,78,34,67.0,57.3,1.17
7,13,39,82.9,64.5,1.24
18,90,39,108.9,50.0,2.15
6,98,33,77.7,50.0,1.57
15,10,24,57.4,95.0,0.6
17,77,26,95.2,53.8,1.74
21,8,29,93.4,50.0,1.91
23,74,40,64.9,50.0,1.3
12,19,30,61.4,131.0,0.51
4,63,20,26.0,50.0,0.55
11,50,35,66.9,91.7,0.75
4,59,31,27.4,50.0,0.53
0,69,34,34.4,50.0,0.68
3,72,41,42.5,50.0,0.9
11,60,21,58.9,83.3,0.72
4,85,20,32.7,50.0,0.69
10,30,37,68.9,96.7,0.67
16,5,34,69.0,81.7,0.8
13,38,34,65.4,101.7,0.61
1,30,37,44.8,50.0,0.93
20,27,37,103.3,50.0,2.07
10,91,33,61.8,56.0,1.13
8,97,39,88.2,51.0,1.78
22,87,27,56.3,50.0,1.11
23,94,36,58.1,50.0,1.18
0,62,20,29.7,50.0,0.63
6,24,24,69.2,50.0,1.37
5,36,26,29.4,50.0,0.63
15,19,22,62.0,90.5,0.65
7,76,30,76.0,54.0,1.45
0,37,22,32.6,50.0,0.65
8,62,28,77.5,62.7,1.25
0,62,25,26.6,50.0,0.54
21,56,28,90.3,50.0,1.78
7,88,26,76.3,52.0,1.5
1,60,22,30.7,50.0,0.58
15,83,27,59.8,58.5,1.06
9,3,23,73.3,98.5,0.78
13,9,39,73.2,125.8,0.6
3,32,21,33.5,50.0,0.67
6,71,39,85.5,50.0,1.67
0,65,39,43.0,50.0,0.84
2,8,37,40.1,50.0,0.8
15,76,37,76.3,62.0,1.23
5,49,32,33.2,50.0,0.65
15,73,30,62.1,63.5,0.98
6,55,34,84.5,50.0,1.73
5,54,31,30.5,50.0,0.58
10,98,22,62.1,51.3,1.25
8,4,41,92.0,82.0,1.15
23,92,33,52.6,50.0,1.04
19,70,34,102.3,50.0,2.04
8,91,27,70.9,53.0,1.31
1,8,41,45.2,50.0,0.93
5,86,37,38.9,50.0,0.79
9,95,24,72.8,52.5,1.38
6,69,40,91.1,50.0,1.79
17,63,35,100.0,56.2,1.81
11,24,24,62.6,113.3,0.56
10,65,24,59.6,73.3,0.8
12,37,21,58.8,113.0,0.55
11,96,41,79.9,53.3,1.51
10,100,29,58.2,50.0,1.13
18,95,35,99.8,50.0,1.98
21,75,41,112.3,50.0,2.28
18,34,30,98.5,50.0,1.97
2,87,28,32.5,50.0,0.67
4,24,37,43.4,50.0,0.83
19,14,33,101.9,50.0,2.08
20,72,35,101.5,50.0,2.07
11,38,36,66.1,101.7,0.67
11,92,32,61.5,56.7,1.05
3,48,31,34.9,50.0,0.71
12,8,38,72.3,142.0,0.49
13,55,22,60.0,87.5,0.69
23,63,31,51.3,50.0,1.06
12,56,33,59.1,94.0,0.58
17,81,23,93.5,53.2,1.75
6,75,30,74.0,50.0,1.5
21,37,27,97.8,50.0,2.0
9,7,33,80.7,96.5,0.83
8,49,20,78.2,67.0,1.18
18,68,21,95.2,50.0,1.9
18,16,36,108.3,50.0,2.15
19,96,38,105.9,50.0,2.08
17,99,27,91.6,50.2,1.82
14,93,24,58.8,54.7,1.09
13,33,35,67.9,105.8,0.68
17,74,34,99.5,54.3,1.8
22,48,24,43.9,50.0,0.91
17,2,38,109.9,66.3,1.7
5,72,21,32.0,50.0,0.61
13,48,33,61.3,93.3,0.62
9,71,30,76.2,64.5,1.18
1,14,25,34.5,50.0,0.71
22,2,21,45.4,50.0,0.95
5,74,40,42.9,50.0,0.89
11,90,23,57.7,58.3,1.03
8,23,35,87.0,75.7,1.15
16,25,21,55.4,75.0,0.78
6,68,40,91.7,50.0,1.87
20,61,37,112.3,50.0,2.28
16,3,33,60.9,82.3,0.75
18,32,26,98.5,50.0,1.97
20,39,31,94.7,50.0,1.86
21,47,40,111.8,50.0,2.26
5,50,31,31.5,50.0,0.61
18,42,40,112.3,50.0,2.26
17,66,20,87.1,55.7,1.61
19,13,25,95.5,50.0,1.88
22,96,37,64.1,50.0,1.28
18,63,39,108.6,50.0,2.18
15,24,40,71.2,88.0,0.8
15,43,36,65.1,78.5,0.81
2,8,40,49.3,50.0,0.94
6,17,31,77.9,50.0,1.6
18,69,24,93.2,50.0,1.9
22,90,20,48.1,50.0,0.96
7,74,31,72.9,54.3,1.3
12,19,37,69.3,131.0,0.54
22,10,41,66.5,50.0,1.38
21,37,38,104.9,50.0,2.1
9,54,30,69.2,73.0,0.99
23,73,20,48.0,50.0,0.98
7,52,25,78.5,58.0,1.38
3,10,35,39.8,50.0,0.78
16,95,38,71.5,51.7,1.34
0,26,20,29.9,50.0,0.64
21,88,29,90.2,50.0,1.82
4,31,31,30.9,50.0,0.64
16,78,39,82.2,57.3,1.44
21,14,37,102.2,50.0,2.08
7,15,39,88.3,64.2,1.41
16,69,29,56.5,60.3,0.93
17,52,29,96.6,58.0,1.71
17,96,23,94.7,50.7,1.89
23,82,41,69.7,50.0,1.44
12,69,22,60.3,81.0,0.74
21,15,26,99.1,50.0,2.01
9,0,29,74.5,100.0,0.7
21,24,41,108.3,50.0,2.19
3,61,22,24.6,50.0,0.48
7,88,40,91.5,52.0,1.77
11,100,22,61.8,50.0,1.28
12,12,35,65.5,138.0,0.52
7,99,33,84.4,50.2,1.68
16,69,26,59.1,60.3,0.99
2,10,39,45.9,50.0,0.94
23,75,23,51.1,50.0,1.03
20,76,39,110.3,50.0,2.21
23,69,37,60.2,50.0,1.24
4,63,37,43.2,50.0,0.87
20,35,27,90.7,50.0,1.86
22,10,23,52.9,50.0,1.05
10,59,31,61.0,77.3,0.84
23,47,34,55.3,50.0,1.11
0,88,26,30.2,50.0,0.57
7,1,25,72.2,66.5,1.09
20,29,37,106.2,50.0,2.1
21,92,24,98.9,50.0,1.94
9,25,28,74.1,87.5,0.89
13,48,36,68.8,93.3,0.69
0,23,36,41.3,50.0,0.87
11,71,26,60.0,74.2,0.78
12,23,28,60.0,127.0,0.47
11,82,21,58.7,65.0,0.87
8,38,40,94.0,70.7,1.29
6,92,30,75.3,50.0,1.49
17,62,37,106.4,56.3,1.94
11,45,33,69.7,95.8,0.73
8,50,29,77.5,66.7,1.12
19,46,29,100.3,50.0,1.99
0,19,37,43.4,50.0,0.86
1,7,33,35.4,50.0,0.75
20,73,31,91.7,50.0,1.82
15,43,27,65.1,78.5,0.81
1,38,40,44.6,50.0,0.89
17,51,22,96.0,58.2,1.64
6,22,34,85.7,50.0,1.72
13,23,23,62.7,114.2,0.58
20,21,24,100.9,50.0,2.02
3,38,28,28.6,50.0,0.61
7,6,36,86.0,65.7,1.32
23,70,23,46.0,50.0,0.93
2,54,34,37.5,50.0,0.8
